time,step,train_loss,train_acc,val_loss,val_acc
2023-03-02,1,11.78508,0.00000,11.34657,0.00000
2023-03-02,2,11.21192,0.00000,11.69935,0.00000
2023-03-02,3,11.18940,0.00000,11.32634,0.00000
2023-03-02,4,11.22565,0.00000,11.31750,0.00000
2023-03-02,5,11.21616,0.00000,11.60515,0.00000
2023-03-02,6,11.20201,0.00000,11.07696,0.00000
2023-03-02,7,11.18603,0.00000,11.25411,0.00000
2023-03-02,8,11.16304,0.00000,11.07516,0.00000
2023-03-02,9,11.35504,0.00000,11.56876,0.00000
2023-03-02,10,11.17915,0.00000,11.16829,0.00000
2023-03-02,11,11.13577,0.00000,11.42919,0.00000
2023-03-02,12,11.30085,0.00000,11.55720,0.00000
2023-03-02,13,11.19656,0.00000,11.49836,0.00000
2023-03-02,14,11.11303,0.00000,11.26102,0.00000
2023-03-02,15,11.12566,0.00000,11.08722,0.00000
2023-03-02,16,11.06136,0.00000,11.83968,0.00000
2023-03-02,17,11.07583,0.00000,11.00272,0.00000
2023-03-02,18,11.07112,0.00000,11.13166,0.00000
2023-03-02,19,11.06562,0.00000,11.13215,0.00000
2023-03-02,20,11.03212,0.00000,11.46798,0.00000
2023-03-02,21,11.00743,0.00000,11.18443,0.00000
2023-03-02,22,11.04268,0.00000,11.72676,0.00000
2023-03-02,23,11.03797,0.00000,11.42447,0.00000
2023-03-02,24,11.03758,0.00000,11.18121,0.00000
2023-03-02,25,11.04390,0.00000,11.54244,0.00000
2023-03-02,26,11.07127,0.00000,11.28551,0.00000
2023-03-02,27,11.08004,0.00000,11.28450,0.00000
2023-03-02,28,11.02793,0.00000,11.24804,0.00000
2023-03-02,29,10.97446,0.00000,11.33884,0.00000
2023-03-02,30,11.02762,0.00000,11.25735,0.00000
